,FundCode,类型,近1月收益,近1年收益,近3年收益,风险等级,基金规模
2718,003106,混合型,0.43%,4.78%,255.41%,中高风险,1.42亿元
2719,002868,债券型,0.63%,5.55%,8.77%,中低风险,10.32亿元
2720,003739,混合型,1.72%,10.26%,--,中高风险,1.68亿元
2721,002328,混合型,6.46%,15.67%,24.06%,无,0.00亿元
2722,002709,货币型,0.20%,2.48%,9.57%,低风险,0.76亿元
2723,003477,混合型,0.36%,8.23%,--,无,1.05亿元
2724,002121,股票型,0.86%,2.22%,--,高风险,27.02亿元
2725,001901,混合型,3.80%,2.05%,--,中高风险,4.03亿元
2726,003131,混合型,2.03%,9.84%,--,中高风险,0.68亿元
2727,003847,债券型,0.80%,7.50%,--,中低风险,4.02亿元
2728,003312,股票型,0.89%,-1.04%,--,高风险,0.60亿元
2729,003117,混合型,2.38%,9.49%,17.17%,中高风险,1.63亿元
2730,003728,债券型,0.43%,4.40%,--,中低风险,0.98亿元
2731,003182,混合型,0.98%,5.64%,--,中高风险,2.03亿元
2732,002501,债券型,1.17%,9.85%,9.64%,中风险,2.40亿元
2733,001902,混合型,3.82%,1.94%,--,中高风险,0.00亿元
2734,519197,混合型,0.14%,2.92%,3.31%,中高风险,0.59亿元
2735,002135,混合型,-0.44%,6.45%,--,无,2.15亿元
2736,169104,混合型,-4.19%,7.76%,58.88%,中高风险,14.51亿元
2737,004008,混合型,1.09%,2.13%,--,中高风险,0.98亿元
2738,003118,混合型,2.33%,8.81%,15.03%,中高风险,0.95亿元
2739,003186,混合型,0.29%,4.56%,--,中高风险,2.56亿元
2740,003000,混合型,5.55%,9.25%,--,中高风险,1.18亿元
2741,004060,货币型,0.19%,2.30%,--,低风险,0.56亿元
2742,003183,混合型,0.96%,5.36%,--,中高风险,1.02亿元
2743,003155,债券型,0.39%,4.79%,12.80%,无,34.68亿元
2744,519937,债券型,0.94%,9.07%,7.30%,中风险,0.11亿元
2745,519933,债券型,0.19%,20.16%,19.35%,中风险,15.68亿元
2746,002136,混合型,-0.43%,6.06%,--,无,0.01亿元
2747,003001,混合型,5.53%,9.03%,--,中高风险,0.01亿元
2748,002579,债券型,0.20%,4.10%,10.13%,中低风险,3.93亿元
2749,004009,混合型,1.08%,1.79%,--,中高风险,1.00亿元
2750,003218,债券型,1.16%,14.94%,--,中风险,2.78亿元
2751,003163,债券型,0.55%,5.50%,14.23%,中低风险,26.80亿元
2752,002622,混合型,-0.35%,2.92%,13.75%,中高风险,7.15亿元
2753,003220,债券型,0.50%,3.88%,--,中低风险,2.22亿元
2754,168301,混合型,1.91%,19.74%,--,中高风险,3.12亿元
2755,002714,混合型,1.00%,8.17%,10.43%,中高风险,6.52亿元
2756,002825,债券型,0.57%,4.57%,--,中低风险,1.99亿元
2757,002666,混合型,5.44%,4.83%,38.36%,中高风险,0.42亿元
2758,002742,债券型,1.04%,8.16%,--,中风险,4.85亿元
2759,003403,债券型,0.37%,1.27%,--,中低风险,2.82亿元
2760,001864,混合型,4.21%,8.69%,12.42%,中高风险,0.50亿元
2761,003165,混合型,2.02%,17.62%,15.74%,中高风险,4.71亿元
2762,003219,债券型,1.11%,14.47%,--,中风险,0.25亿元
2763,003241,混合型,1.17%,7.63%,--,中高风险,2.38亿元
2764,002837,混合型,-0.56%,1.59%,--,中高风险,4.54亿元
2765,003968,货币型,0.22%,2.58%,--,低风险,0.24亿元
2766,002667,混合型,5.42%,4.72%,36.94%,中高风险,1.10亿元
2767,003166,混合型,2.01%,17.38%,15.00%,中高风险,0.30亿元
2768,002801,混合型,1.48%,17.51%,8.32%,中高风险,3.12亿元
2769,003457,债券型,0.40%,3.88%,--,无,43.56亿元
2770,003242,混合型,1.10%,6.77%,--,中高风险,1.07亿元
2771,002743,债券型,0.96%,7.65%,--,中风险,0.00亿元
2772,003378,混合型,1.74%,18.25%,--,中高风险,7.65亿元
2773,003334,债券型,-0.02%,2.93%,--,中风险,0.30亿元
2774,160522,混合型,0.30%,13.83%,-0.40%,中高风险,1.56亿元
2775,002813,混合型,-0.28%,13.07%,16.90%,中高风险,0.57亿元
2776,002411,混合型,0.17%,19.16%,23.76%,无,3.11亿元
2777,002111,混合型,0.19%,6.08%,--,无,0.55亿元
2778,002832,债券型,0.28%,3.09%,10.21%,无,0.53亿元
2779,003831,混合型,1.22%,9.39%,--,无,5.45亿元
2780,002814,混合型,-0.32%,12.50%,15.17%,中高风险,0.08亿元
2781,160921,混合型,3.13%,18.99%,1.24%,中高风险,3.65亿元
2782,002936,货币型,0.21%,2.91%,--,无,7.64亿元
2783,002246,债券型,0.77%,7.35%,27.13%,中风险,0.82亿元
2784,003366,股票指数,0.25%,1.49%,--,高风险,0.39亿元
2785,003578,股票指数,0.82%,7.87%,--,高风险,0.14亿元
2786,003075,货币型,0.21%,2.65%,10.20%,无,6.76亿元
2787,003343,混合型,1.24%,10.94%,--,中高风险,1.20亿元
2788,002466,债券型,0.39%,5.08%,11.62%,中低风险,44.39亿元
2789,004129,混合型,0.21%,10.97%,--,无,2.06亿元
2790,163007,债券型,1.42%,7.53%,13.96%,中风险,0.00亿元
2791,002855,货币型,0.21%,2.94%,11.14%,无,61.70亿元
2792,001667,混合型,2.67%,18.68%,-11.88%,中高风险,3.25亿元
2793,003039,债券型,0.38%,4.42%,--,中低风险,14.56亿元
2794,002811,债券型,0.74%,7.27%,12.04%,中低风险,5.40亿元
2795,003749,混合型,0.37%,0.56%,--,中高风险,0.00亿元
2796,002270,混合型,1.58%,4.88%,-14.34%,中高风险,3.27亿元
2797,002955,混合型,4.96%,24.54%,1.50%,中高风险,1.20亿元
2798,001524,混合型,0.53%,7.70%,10.88%,中高风险,5.49亿元
2799,004130,混合型,0.17%,10.59%,--,无,0.00亿元
2800,003579,股票指数,-0.37%,14.63%,--,高风险,0.04亿元
2801,003344,混合型,1.25%,11.76%,--,中高风险,2.32亿元
2802,519198,混合型,0.62%,7.51%,11.86%,中高风险,0.34亿元
2803,160519,混合型,3.97%,28.32%,6.97%,中高风险,0.63亿元
2804,001838,混合型,0.58%,2.65%,-25.77%,中高风险,11.71亿元
2805,003041,债券型,0.43%,4.24%,10.39%,无,10.05亿元
2806,003750,混合型,0.33%,-4.09%,--,中高风险,0.00亿元
2807,675031,货币型,0.20%,2.68%,9.81%,低风险,2.45亿元
2808,003628,债券型,0.59%,3.19%,--,中风险,0.37亿元
2809,002274,债券型,0.36%,4.92%,14.67%,中低风险,1.04亿元
2810,002828,货币型,0.19%,2.61%,10.08%,无,28.38亿元
2811,002190,混合型,3.57%,1.12%,-11.02%,中高风险,0.60亿元
2812,004142,混合型,1.26%,6.46%,--,中高风险,0.22亿元
2813,003162,债券型,0.37%,4.46%,11.91%,中低风险,32.21亿元
2814,001869,混合型,4.27%,17.01%,17.99%,中高风险,7.12亿元
2815,001909,货币型,0.24%,3.01%,10.53%,低风险,24.25亿元
2816,002502,混合型,1.14%,10.29%,17.28%,中高风险,5.08亿元
2817,003358,债券指数,1.15%,8.40%,--,中低风险,14.49亿元
2818,003668,债券型,0.55%,5.78%,--,中低风险,4.84亿元
2819,004143,混合型,1.22%,5.93%,--,中高风险,0.04亿元
2820,002275,债券型,0.37%,4.92%,9.08%,中低风险,0.01亿元
2821,002355,债券型,0.55%,6.14%,9.71%,中风险,0.21亿元
2822,001764,股票型,-0.21%,-7.12%,1.70%,高风险,10.68亿元
2823,002503,混合型,1.24%,9.86%,16.60%,中高风险,0.01亿元
2824,519613,混合型,0.11%,6.97%,5.61%,中高风险,0.54亿元
2825,001766,股票型,9.64%,32.25%,48.41%,高风险,5.18亿元
2826,001915,股票型,13.52%,21.55%,10.06%,高风险,1.66亿元
2827,002450,混合型,5.67%,42.48%,62.53%,中高风险,0.09亿元
2828,003669,债券型,0.51%,5.34%,--,中低风险,7.66亿元
2829,004321,混合型,-1.31%,-1.91%,--,中高风险,1.53亿元
2830,003367,混合型,2.25%,4.83%,--,中高风险,0.96亿元
2831,001878,股票型,1.76%,2.27%,34.81%,高风险,54.16亿元
2832,002703,混合型,2.71%,4.72%,9.04%,中高风险,0.97亿元
2833,002282,混合型,0.43%,3.48%,5.74%,中高风险,1.70亿元
2834,519614,混合型,0.07%,6.42%,3.91%,中高风险,0.40亿元
2835,002451,混合型,5.70%,41.32%,58.99%,中高风险,0.43亿元
2836,001931,货币型,0.21%,2.90%,10.60%,低风险,111.47亿元
2837,001922,混合型,1.21%,9.18%,12.00%,中高风险,2.61亿元
2838,003673,债券型,0.69%,6.72%,--,无,10.28亿元
2839,004407,股票型,5.65%,12.69%,--,无,0.08亿元
2840,002745,混合型,0.09%,-0.73%,3.32%,中高风险,0.20亿元
2841,002300,股票型,6.79%,8.53%,10.95%,高风险,0.48亿元
2842,519615,混合型,0.11%,2.66%,1.03%,无,1.69亿元
2843,002605,混合型,3.42%,10.03%,31.27%,中高风险,0.79亿元
2844,003368,混合型,2.23%,4.47%,--,中高风险,0.48亿元
2845,002489,混合型,0.66%,7.63%,10.61%,中高风险,1.85亿元
2846,003819,债券型,0.88%,6.03%,--,无,7.10亿元
2847,001951,混合型,-0.86%,4.53%,-3.62%,中高风险,0.93亿元
2848,001779,债券型,0.33%,1.79%,-6.77%,中风险,0.25亿元
2849,004408,股票型,0.64%,17.65%,--,无,0.00亿元
2850,002657,混合型,-0.01%,8.92%,14.34%,中高风险,0.61亿元
2851,003833,债券型,0.56%,3.89%,--,中低风险,0.01亿元
2852,003167,债券型,1.13%,3.62%,10.05%,中风险,19.94亿元
2853,002701,债券型,0.30%,7.99%,16.94%,中风险,30.75亿元
2854,002533,混合型,1.10%,8.85%,30.69%,无,0.01亿元
2855,002027,混合型,1.08%,8.61%,12.55%,无,14.83亿元
2856,001547,混合型,1.47%,8.06%,13.77%,中高风险,2.11亿元
2857,002301,债券型,0.45%,2.09%,7.46%,中低风险,1.24亿元
2858,002670,股票指数,0.43%,19.67%,--,高风险,1.25亿元
2859,001916,货币型,0.21%,2.94%,10.47%,低风险,4.69亿元
2860,003837,债券型,0.77%,4.52%,--,无,14.06亿元
2861,001566,混合型,0.33%,11.79%,17.94%,中高风险,3.04亿元
2862,002658,混合型,-0.06%,8.26%,12.21%,中高风险,0.16亿元
2863,002067,混合型,2.75%,10.76%,15.05%,无,1.29亿元
2864,002702,债券型,0.26%,7.61%,15.55%,中风险,5.02亿元
2865,002137,混合型,2.36%,3.92%,17.57%,中高风险,1.08亿元
2866,001212,债券型,0.00%,3.63%,3.52%,中低风险,0.03亿元
2867,003168,债券型,1.10%,3.21%,8.76%,中风险,0.00亿元
2868,002324,货币型,0.21%,2.76%,10.69%,低风险,112.17亿元
2869,003838,债券型,0.77%,7.44%,--,无,0.01亿元
2870,001567,混合型,0.25%,11.70%,17.95%,无,1.50亿元
2871,002671,股票指数,0.50%,20.17%,--,高风险,0.02亿元
2872,002325,货币型,0.21%,2.86%,11.16%,无,9.42亿元
2873,002165,混合型,1.83%,4.22%,6.62%,中高风险,1.28亿元
2874,002720,债券型,0.29%,5.50%,5.29%,中风险,1.02亿元
2875,003169,混合型,0.91%,7.55%,8.28%,中高风险,1.12亿元
2876,160637,股票指数,3.85%,8.30%,-26.94%,高风险,3.61亿元
2877,002909,债券型,0.38%,4.80%,11.56%,中低风险,37.27亿元
2878,001213,债券型,0.00%,3.37%,2.55%,中低风险,0.02亿元
2879,002407,混合型,2.80%,48.28%,51.99%,中高风险,6.78亿元
2880,002330,混合型,-0.09%,14.12%,15.36%,中高风险,0.44亿元
2881,001592,股票指数,3.98%,10.01%,-24.71%,高风险,9.31亿元
2882,002169,债券型,0.67%,5.19%,10.33%,中低风险,12.34亿元
2883,003376,债券指数,0.96%,8.70%,--,中低风险,7.79亿元
2884,002338,混合型,0.35%,2.62%,6.14%,中高风险,0.55亿元
2885,001881,混合型,0.97%,25.11%,37.29%,无,0.29亿元
2886,003170,混合型,0.90%,7.42%,9.33%,中高风险,0.20亿元
2887,519963,混合型,0.66%,11.21%,13.03%,中高风险,4.62亿元
2888,002721,债券型,0.29%,5.24%,4.30%,中风险,0.01亿元
2889,002569,债券型,0.09%,2.68%,7.80%,中低风险,1.54亿元
2890,519766,混合型,0.65%,1.32%,6.43%,中高风险,3.40亿元
2891,002188,债券型,0.48%,9.42%,14.37%,中低风险,4.06亿元
2892,001593,股票指数,3.96%,9.81%,-25.26%,高风险,23.95亿元
2893,003377,债券指数,0.93%,8.65%,--,中低风险,7.01亿元
2894,519773,混合型,8.68%,27.32%,0.80%,中高风险,7.46亿元
2895,001355,混合型,1.52%,3.99%,18.41%,中高风险,0.59亿元
2896,002376,混合型,4.72%,21.02%,16.30%,中高风险,0.52亿元
2897,168105,混合型,4.54%,5.78%,--,中高风险,3.13亿元
2898,002804,混合型,1.64%,5.95%,12.40%,中低风险,2.31亿元
2899,002381,债券型,2.45%,6.57%,7.73%,中低风险,3.11亿元
2900,002864,债券型,0.30%,4.03%,12.14%,中低风险,45.46亿元
2901,001882,混合型,-0.31%,5.36%,25.16%,无,0.34亿元
2902,002207,混合型,11.85%,32.79%,-16.44%,中高风险,1.52亿元
2903,001594,股票指数,-3.91%,10.92%,20.60%,高风险,3.57亿元
2904,002382,债券型,2.49%,6.25%,6.46%,中低风险,0.05亿元
2905,002418,混合型,1.00%,6.13%,8.63%,中高风险,0.01亿元
2906,002734,债券型,1.00%,7.40%,51.38%,中低风险,32.67亿元
2907,501017,混合型,0.56%,3.62%,-14.13%,中高风险,2.28亿元
2908,001356,混合型,1.52%,4.39%,17.09%,中高风险,0.09亿元
2909,001883,混合型,5.34%,22.10%,21.67%,无,0.05亿元
2910,002783,混合型,1.13%,12.01%,--,无,5.28亿元
2911,002865,债券型,0.26%,3.77%,11.91%,中低风险,49.50亿元
2912,001920,债券型,0.97%,6.49%,10.60%,无,1.70亿元
2913,002535,混合型,1.35%,15.07%,30.14%,中高风险,3.03亿元
2914,001595,股票指数,-3.93%,10.69%,19.77%,高风险,4.09亿元
2915,002521,债券型,1.31%,11.50%,218.87%,中风险,2.35亿元
2916,519172,混合型,4.52%,19.63%,1.56%,中高风险,0.47亿元
2917,002735,债券型,0.86%,7.03%,13.34%,中低风险,0.18亿元
2918,001407,混合型,0.34%,6.14%,11.51%,无,0.52亿元
2919,001885,混合型,2.89%,32.70%,44.32%,无,0.27亿元
2920,002522,债券型,1.27%,11.09%,12.41%,中风险,0.02亿元
2921,002881,债券型,0.61%,4.98%,99.31%,中低风险,4.69亿元
2922,002536,混合型,1.28%,14.60%,28.81%,中高风险,0.07亿元
2923,002918,货币型,0.21%,2.90%,--,无,9.12亿元
2924,519173,混合型,4.47%,18.65%,-0.83%,中高风险,0.43亿元
2925,502010,股票指数,-2.65%,27.65%,-8.51%,高风险,8.22亿元
2926,001921,债券型,0.91%,5.96%,6.57%,无,0.00亿元
2927,001886,混合型,5.37%,19.79%,45.74%,无,0.24亿元
2928,002784,混合型,1.09%,11.56%,--,无,0.46亿元
2929,002628,混合型,4.16%,23.27%,24.88%,中高风险,0.64亿元
2930,001399,混合型,-1.67%,6.85%,14.68%,中高风险,0.18亿元
2931,001654,混合型,4.43%,17.22%,7.68%,中高风险,1.28亿元
2932,003159,债券型,0.40%,4.07%,7.12%,无,5.33亿元
2933,002160,混合型,7.29%,18.88%,43.71%,中高风险,1.37亿元
2934,002199,股票指数,1.91%,12.50%,-26.04%,高风险,1.72亿元
2935,002882,债券型,0.59%,4.73%,12.70%,中低风险,2.57亿元
2936,002363,混合型,2.34%,19.05%,23.09%,中高风险,1.79亿元
2937,001888,混合型,3.91%,16.48%,10.82%,无,0.06亿元
2938,001400,混合型,-1.68%,6.64%,13.97%,中高风险,0.67亿元
2939,001638,股票型,8.48%,20.91%,35.03%,高风险,0.78亿元
2940,003034,货币型,0.22%,2.99%,--,低风险,110.96亿元
2941,002629,混合型,4.12%,22.67%,22.75%,中高风险,0.60亿元
2942,003160,债券型,0.37%,3.67%,5.87%,无,0.00亿元
2943,160420,股票指数,3.71%,1.52%,-49.12%,高风险,8.87亿元
2944,001889,债券型,0.62%,7.67%,13.12%,无,0.44亿元
2945,002482,混合型,7.93%,14.90%,34.61%,中高风险,0.81亿元
2946,001402,混合型,-0.10%,-0.96%,-1.53%,中高风险,0.02亿元
2947,002303,混合型,1.31%,13.19%,2.03%,中高风险,0.27亿元
2948,519960,混合型,0.36%,-0.27%,15.03%,无,0.01亿元
2949,002644,债券型,1.14%,-3.47%,-3.08%,中风险,0.49亿元
2950,002364,混合型,2.29%,18.36%,20.95%,中高风险,0.53亿元
2951,519956,混合型,2.00%,13.48%,-11.58%,中高风险,6.00亿元
2952,003254,债券型,0.56%,80.34%,--,中风险,0.65亿元
2953,001643,股票型,6.67%,21.52%,3.51%,高风险,0.61亿元
2954,001405,混合型,0.51%,6.09%,16.46%,中高风险,6.57亿元
2955,002186,混合型,0.94%,7.09%,-3.27%,中高风险,2.06亿元
2956,002404,债券型,0.44%,4.20%,9.17%,中低风险,0.60亿元
2957,002331,混合型,0.86%,7.66%,7.79%,中高风险,1.38亿元
2958,002681,混合型,5.57%,-2.50%,-5.87%,中高风险,2.41亿元
2959,001406,混合型,0.46%,5.49%,14.68%,中高风险,1.43亿元
2960,002639,混合型,2.12%,7.07%,6.64%,中高风险,2.97亿元
2961,519136,债券型,0.62%,4.33%,9.79%,中风险,2.07亿元
2962,001644,股票型,6.64%,20.94%,2.09%,高风险,0.13亿元
2963,519957,混合型,2.09%,14.49%,-7.95%,中高风险,0.04亿元
2964,003255,债券型,0.52%,78.40%,--,中风险,0.24亿元
2965,001688,混合型,-0.64%,0.37%,10.67%,无,0.00亿元
2966,001409,股票型,4.36%,15.43%,-31.62%,高风险,31.97亿元
2967,001719,股票型,2.10%,29.88%,7.71%,高风险,0.62亿元
2968,001495,混合型,-2.07%,-1.55%,3.34%,中高风险,0.05亿元
2969,002412,债券型,0.72%,0.83%,1.03%,中风险,0.23亿元
2970,002654,混合型,1.50%,10.13%,-13.37%,中高风险,0.57亿元
2971,002682,混合型,5.53%,-3.11%,-7.58%,中高风险,0.26亿元
2972,001810,混合型,0.42%,3.95%,22.55%,中高风险,29.66亿元
2973,168205,股票指数,-4.61%,8.58%,15.16%,高风险,1.14亿元
2974,002989,混合型,2.15%,19.05%,--,中高风险,6.15亿元
2975,002440,债券型,0.59%,6.83%,10.02%,中低风险,0.27亿元
2976,001677,股票型,4.64%,23.78%,38.39%,高风险,2.68亿元
2977,001706,混合型,0.69%,24.55%,--,中高风险,0.09亿元
2978,002782,债券型,1.83%,1.73%,3.53%,无,3.23亿元
2979,001571,混合型,0.70%,6.03%,16.39%,中高风险,2.04亿元
2980,519951,混合型,1.03%,22.05%,23.84%,中高风险,1.78亿元
2981,001940,混合型,2.20%,10.67%,13.36%,中高风险,0.69亿元
2982,001239,混合型,2.11%,6.08%,-7.23%,中高风险,7.24亿元
2983,002692,混合型,8.86%,41.24%,42.14%,中高风险,5.94亿元
2984,001830,混合型,4.07%,18.73%,21.33%,中高风险,0.44亿元
2985,161232,混合型,3.74%,15.52%,-28.09%,中高风险,3.88亿元
2986,002227,混合型,1.35%,10.54%,25.76%,中高风险,4.95亿元
2987,002430,混合型,2.04%,14.27%,24.84%,中高风险,4.90亿元
2988,001796,混合型,2.21%,13.04%,22.50%,中高风险,4.62亿元
2989,001572,混合型,0.64%,5.13%,16.82%,中高风险,5.66亿元
2990,001743,混合型,0.00%,21.81%,--,中高风险,0.08亿元
2991,001306,混合型,3.20%,14.56%,7.68%,中高风险,13.76亿元
2992,002866,债券型,1.30%,7.44%,15.84%,中风险,0.51亿元
2993,002124,混合型,5.76%,18.46%,30.98%,中高风险,1.43亿元
2994,002228,混合型,1.30%,10.04%,23.95%,中高风险,2.19亿元
2995,001235,债券型,0.79%,6.59%,11.34%,中低风险,21.57亿元
2996,673043,混合型,1.89%,13.86%,16.96%,中高风险,3.95亿元
2997,002431,混合型,2.04%,14.06%,24.26%,中高风险,0.08亿元
2998,501000,混合型,3.02%,-6.01%,-5.73%,无,0.01亿元
2999,002288,混合型,1.92%,10.76%,15.83%,中高风险,2.27亿元
3000,002251,混合型,1.40%,9.95%,-14.09%,中高风险,4.16亿元
3001,002148,混合型,2.86%,19.69%,27.48%,中高风险,1.52亿元
3002,002545,混合型,1.52%,20.82%,--,无,2.37亿元
3003,001307,混合型,3.19%,13.85%,5.40%,中高风险,0.26亿元
3004,165528,混合型,0.44%,5.69%,-9.09%,中高风险,1.90亿元
3005,002465,混合型,-1.73%,-17.84%,-20.54%,中高风险,0.05亿元
3006,001322,混合型,2.52%,-0.38%,-34.53%,中高风险,2.32亿元
3007,001870,货币型,0.22%,2.43%,9.83%,低风险,0.36亿元
3008,002272,混合型,-2.18%,0.23%,-14.94%,中高风险,0.32亿元
3009,002919,混合型,3.86%,2.99%,-13.80%,中高风险,1.44亿元
3010,002158,混合型,2.27%,12.77%,28.94%,中高风险,0.02亿元
3011,002318,货币型,0.19%,2.40%,9.66%,低风险,0.47亿元
3012,002588,股票指数,1.08%,9.83%,16.11%,高风险,0.40亿元
3013,002564,混合型,-0.79%,12.24%,--,中高风险,0.10亿元
3014,002383,混合型,-3.14%,-1.07%,-4.24%,中高风险,0.76亿元
3015,162413,股票指数,1.12%,2.71%,-34.97%,高风险,0.45亿元
3016,002651,债券型,0.33%,8.33%,16.52%,中风险,9.83亿元
3017,002755,债券型,0.47%,5.01%,13.74%,中低风险,5.02亿元
3018,001621,货币型,0.16%,2.31%,8.73%,无,55.04亿元
3019,001511,混合型,1.14%,19.18%,31.07%,中高风险,77.18亿元
3020,002388,混合型,0.17%,3.06%,14.08%,中高风险,0.54亿元
3021,002397,债券型,0.62%,-0.41%,-5.66%,中风险,0.01亿元
3022,002167,混合型,-0.13%,17.46%,7.82%,中高风险,1.21亿元
3023,001868,债券型,0.72%,6.87%,15.13%,中风险,18.50亿元
3024,168103,混合型,2.04%,11.09%,0.30%,中高风险,21.67亿元
3025,003135,债券型,0.71%,7.48%,--,中风险,16.70亿元
3026,002775,债券型,0.64%,5.72%,10.64%,中低风险,7.36亿元
3027,164403,混合型,4.62%,28.07%,44.24%,中高风险,0.36亿元
3028,002652,债券型,0.51%,7.70%,15.27%,中风险,1.70亿元
3029,001223,股票型,3.92%,7.94%,-7.44%,高风险,0.71亿元
3030,001703,股票型,0.61%,13.33%,58.65%,高风险,2.05亿元
3031,001739,混合型,1.79%,2.60%,-0.39%,中高风险,1.29亿元
3032,002170,混合型,3.29%,-5.69%,-8.17%,无,0.00亿元
3033,000958,债券型,2.12%,-5.39%,-4.83%,无,0.00亿元
3034,001244,混合型,0.09%,4.53%,7.67%,中高风险,15.13亿元
3035,002491,债券型,0.74%,5.94%,8.70%,无,13.25亿元
3036,003161,混合型,1.24%,9.87%,--,中高风险,4.43亿元
3037,519962,混合型,0.65%,11.20%,19.00%,无,0.00亿元
3038,001776,债券型,0.83%,7.13%,15.93%,无,39.79亿元
3039,001978,混合型,3.23%,13.18%,2.20%,中高风险,0.50亿元
3040,160137,股票指数,0.65%,11.31%,-0.23%,高风险,1.73亿元
3041,003033,混合型,1.14%,6.51%,6.30%,中高风险,1.33亿元
3042,001479,混合型,3.95%,8.55%,1.01%,中高风险,0.50亿元
3043,000959,债券型,2.02%,-5.98%,-5.98%,无,0.04亿元
3044,001867,货币型,0.18%,2.34%,9.65%,无,16.97亿元
3045,001861,混合型,12.53%,15.31%,26.51%,中高风险,0.35亿元
3046,002534,债券型,0.63%,4.84%,57.36%,中风险,24.36亿元
3047,001266,混合型,4.89%,8.98%,-2.92%,中高风险,1.49亿元
3048,003246,货币型,0.21%,2.84%,--,低风险,13.47亿元
3049,161628,股票指数,1.27%,13.61%,-27.16%,高风险,0.84亿元
3050,001753,混合型,4.92%,1.59%,-6.52%,中高风险,0.65亿元
3051,001942,混合型,-0.48%,25.54%,37.80%,中高风险,0.09亿元
3052,002083,混合型,1.02%,12.23%,-11.18%,中高风险,0.15亿元
3053,001829,混合型,-0.46%,8.03%,-21.75%,中高风险,0.84亿元
3054,001924,混合型,1.63%,5.05%,-5.62%,中高风险,6.68亿元
3055,003142,混合型,0.94%,6.02%,138.39%,中高风险,2.92亿元
3056,001791,混合型,-0.11%,0.11%,-4.05%,中低风险,0.22亿元
3057,002553,混合型,4.88%,8.36%,4.61%,中高风险,0.08亿元
3058,001267,混合型,3.20%,19.36%,27.06%,中高风险,1.19亿元
3059,003280,债券型,0.63%,4.77%,--,中低风险,10.02亿元
3060,002046,混合型,1.21%,3.33%,3.72%,中高风险,1.81亿元
3061,001956,股票型,10.18%,22.74%,2.31%,高风险,0.91亿元
3062,003143,混合型,0.92%,5.94%,12.19%,中高风险,1.65亿元
